latitude,longitude,updated_type,updated_subtype,alert count
41.76,-87.58,Jam,Moderate Traffic,1
41.76,-87.58,Jam,Stand Still Traffic,22
41.76,-87.58,Jam,Unclassified,31
41.76,-87.58,Road Closed,Unclassified,3
41.76,-87.57,Accident,Major,1
41.76,-87.57,Accident,Minor,3
41.76,-87.57,Accident,Unclassified,32
41.76,-87.57,Hazard,On Road,97
41.76,-87.57,Hazard,On Shoulder,38
41.76,-87.57,Hazard,Weather,4
41.76,-87.57,Jam,Heavy Traffic,18
41.76,-87.57,Jam,Stand Still Traffic,21
41.76,-87.57,Jam,Unclassified,28
41.76,-87.57,Road Closed,Unclassified,1
41.76,-87.56,Hazard,On Road,1
41.76,-87.56,Hazard,On Shoulder,1
41.76,-87.56,Jam,Heavy Traffic,2
41.76,-87.56,Jam,Stand Still Traffic,2
41.76,-87.56,Jam,Unclassified,2
41.77,-87.81,Accident,Major,3
41.77,-87.81,Accident,Minor,1
41.77,-87.81,Accident,Unclassified,8
41.77,-87.81,Hazard,On Road,41
41.77,-87.81,Hazard,On Shoulder,8
41.77,-87.81,Hazard,Weather,1
41.77,-87.81,Jam,Heavy Traffic,27
41.77,-87.81,Jam,Stand Still Traffic,63
41.77,-87.81,Jam,Unclassified,14
41.77,-87.81,Road Closed,Event,2
41.77,-87.8,Accident,Minor,1
41.77,-87.8,Accident,Unclassified,3
41.77,-87.8,Hazard,On Road,310
41.77,-87.8,Hazard,On Shoulder,11
41.77,-87.8,Hazard,Weather,2
41.77,-87.8,Jam,Heavy Traffic,27
41.77,-87.8,Jam,Moderate Traffic,1
41.77,-87.8,Jam,Stand Still Traffic,92
41.77,-87.8,Jam,Unclassified,12
41.77,-87.8,Road Closed,Unclassified,4
41.77,-87.79,Accident,Unclassified,3
41.77,-87.79,Hazard,On Road,84
41.77,-87.79,Hazard,On Shoulder,4
41.77,-87.79,Hazard,Weather,2
41.77,-87.79,Jam,Heavy Traffic,11
41.77,-87.79,Jam,Stand Still Traffic,19
41.77,-87.79,Jam,Unclassified,8
41.77,-87.78,Hazard,On Road,43
41.77,-87.78,Hazard,On Shoulder,1
41.77,-87.78,Jam,Heavy Traffic,5
41.77,-87.78,Jam,Stand Still Traffic,4
41.77,-87.78,Jam,Unclassified,6
41.77,-87.77,Accident,Major,1
41.77,-87.77,Accident,Unclassified,9
41.77,-87.77,Hazard,On Road,72
41.77,-87.77,Hazard,On Shoulder,5
41.77,-87.77,Hazard,Weather,6
41.77,-87.77,Jam,Heavy Traffic,18
41.77,-87.77,Jam,Stand Still Traffic,11
41.77,-87.77,Jam,Unclassified,11
41.77,-87.77,Road Closed,Unclassified,1
41.77,-87.76,Accident,Unclassified,6
41.77,-87.76,Hazard,On Road,49
41.77,-87.76,Hazard,On Shoulder,8
41.77,-87.76,Hazard,Unclassified,8
41.77,-87.76,Jam,Heavy Traffic,4
41.77,-87.76,Jam,Stand Still Traffic,4
41.77,-87.76,Jam,Unclassified,5
41.77,-87.75,Accident,Major,1
41.77,-87.75,Accident,Minor,10
41.77,-87.75,Accident,Unclassified,31
41.77,-87.75,Hazard,On Road,171
41.77,-87.75,Hazard,On Shoulder,43
41.77,-87.75,Hazard,Unclassified,9
41.77,-87.75,Hazard,Weather,9
41.77,-87.75,Jam,Heavy Traffic,134
41.77,-87.75,Jam,Moderate Traffic,3
41.77,-87.75,Jam,Stand Still Traffic,107
41.77,-87.75,Jam,Unclassified,64
41.77,-87.74,Accident,Major,2
41.77,-87.74,Accident,Minor,2
41.77,-87.74,Accident,Unclassified,13
41.77,-87.74,Hazard,On Road,33
41.77,-87.74,Hazard,On Shoulder,11
41.77,-87.74,Hazard,Weather,2
41.77,-87.74,Jam,Heavy Traffic,37
41.77,-87.74,Jam,Moderate Traffic,2
41.77,-87.74,Jam,Stand Still Traffic,70
41.77,-87.74,Jam,Unclassified,28
41.77,-87.74,Road Closed,Unclassified,1
41.77,-87.73,Accident,Major,2
41.77,-87.73,Accident,Minor,5
41.77,-87.73,Accident,Unclassified,29
41.77,-87.73,Hazard,On Road,95
41.77,-87.73,Hazard,On Shoulder,8
41.77,-87.73,Hazard,Unclassified,1
41.77,-87.73,Hazard,Weather,4
41.77,-87.73,Jam,Heavy Traffic,78
41.77,-87.73,Jam,Moderate Traffic,2
41.77,-87.73,Jam,Stand Still Traffic,71
41.77,-87.73,Jam,Unclassified,39
41.77,-87.72,Accident,Unclassified,10
41.77,-87.72,Hazard,On Road,30
41.77,-87.72,Hazard,On Shoulder,4
41.77,-87.72,Hazard,Weather,7
41.77,-87.72,Jam,Heavy Traffic,35
41.77,-87.72,Jam,Stand Still Traffic,9
41.77,-87.72,Jam,Unclassified,21
41.77,-87.72,Road Closed,Unclassified,1
41.77,-87.71,Accident,Minor,1
41.77,-87.71,Accident,Unclassified,7
41.77,-87.71,Hazard,On Road,48
41.77,-87.71,Hazard,On Shoulder,3
41.77,-87.71,Hazard,Unclassified,1
41.77,-87.71,Hazard,Weather,4
41.77,-87.71,Jam,Heavy Traffic,38
41.77,-87.71,Jam,Moderate Traffic,1
41.77,-87.71,Jam,Stand Still Traffic,18
41.77,-87.71,Jam,Unclassified,31
41.77,-87.71,Road Closed,Unclassified,1
41.77,-87.7,Accident,Major,4
41.77,-87.7,Accident,Minor,1
41.77,-87.7,Accident,Unclassified,11
41.77,-87.7,Hazard,On Road,51
41.77,-87.7,Hazard,On Shoulder,1
41.77,-87.7,Hazard,Unclassified,1
41.77,-87.7,Hazard,Weather,7
41.77,-87.7,Jam,Heavy Traffic,24
41.77,-87.7,Jam,Moderate Traffic,1
41.77,-87.7,Jam,Stand Still Traffic,23
41.77,-87.7,Jam,Unclassified,23
41.77,-87.7,Road Closed,Unclassified,3
41.77,-87.69,Accident,Major,3
41.77,-87.69,Accident,Minor,1
41.77,-87.69,Accident,Unclassified,18
41.77,-87.69,Hazard,On Road,145
41.77,-87.69,Hazard,On Shoulder,8
41.77,-87.69,Hazard,Unclassified,1
41.77,-87.69,Hazard,Weather,5
41.77,-87.69,Jam,Heavy Traffic,77
41.77,-87.69,Jam,Stand Still Traffic,28
41.77,-87.69,Jam,Unclassified,30
41.77,-87.69,Road Closed,Unclassified,6
41.77,-87.68,Accident,Major,1
41.77,-87.68,Accident,Unclassified,9
41.77,-87.68,Hazard,On Road,94
41.77,-87.68,Hazard,On Shoulder,6
41.77,-87.68,Hazard,Weather,2
41.77,-87.68,Jam,Heavy Traffic,17
41.77,-87.68,Jam,Stand Still Traffic,10
41.77,-87.68,Jam,Unclassified,14
41.77,-87.68,Road Closed,Unclassified,1
41.77,-87.67,Accident,Major,1
41.77,-87.67,Accident,Minor,1
41.77,-87.67,Accident,Unclassified,6
41.77,-87.67,Hazard,On Road,83
41.77,-87.67,Hazard,On Shoulder,6
41.77,-87.67,Hazard,Unclassified,1
41.77,-87.67,Hazard,Weather,2
41.77,-87.67,Jam,Heavy Traffic,31
41.77,-87.67,Jam,Stand Still Traffic,8
41.77,-87.67,Jam,Unclassified,16
41.77,-87.66,Accident,Unclassified,10
41.77,-87.66,Hazard,On Road,23
41.77,-87.66,Hazard,On Shoulder,3
41.77,-87.66,Hazard,Unclassified,1
41.77,-87.66,Hazard,Weather,2
41.77,-87.66,Jam,Heavy Traffic,7
41.77,-87.66,Jam,Stand Still Traffic,4
41.77,-87.66,Jam,Unclassified,7
41.77,-87.65,Accident,Major,1
41.77,-87.65,Accident,Unclassified,10
41.77,-87.65,Hazard,On Road,54
41.77,-87.65,Hazard,On Shoulder,6
41.77,-87.65,Hazard,Weather,4
41.77,-87.65,Jam,Heavy Traffic,15
41.77,-87.65,Jam,Stand Still Traffic,10
41.77,-87.65,Jam,Unclassified,17
41.77,-87.65,Road Closed,Unclassified,8
41.77,-87.64,Accident,Major,44
41.77,-87.64,Accident,Minor,7
41.77,-87.64,Accident,Unclassified,59
41.77,-87.64,Hazard,On Road,249
41.77,-87.64,Hazard,On Shoulder,557
41.77,-87.64,Hazard,Unclassified,17
41.77,-87.64,Hazard,Weather,13
41.77,-87.64,Jam,Heavy Traffic,255
41.77,-87.64,Jam,Moderate Traffic,9
41.77,-87.64,Jam,Stand Still Traffic,138
41.77,-87.64,Jam,Unclassified,68
41.77,-87.64,Road Closed,Unclassified,21
41.77,-87.63,Accident,Major,68
41.77,-87.63,Accident,Minor,19
41.77,-87.63,Accident,Unclassified,139
41.77,-87.63,Hazard,On Road,544
41.77,-87.63,Hazard,On Shoulder,1739
41.77,-87.63,Hazard,Unclassified,20
41.77,-87.63,Hazard,Weather,23
41.77,-87.63,Jam,Heavy Traffic,637
41.77,-87.63,Jam,Moderate Traffic,16
41.77,-87.63,Jam,Stand Still Traffic,333
41.77,-87.63,Jam,Unclassified,198
41.77,-87.63,Road Closed,Event,2
41.77,-87.62,Accident,Major,3
41.77,-87.62,Accident,Minor,5
41.77,-87.62,Accident,Unclassified,23
41.77,-87.62,Hazard,On Road,176
41.77,-87.62,Hazard,On Shoulder,195
41.77,-87.62,Hazard,Unclassified,1
41.77,-87.62,Hazard,Weather,6
41.77,-87.62,Jam,Heavy Traffic,68
41.77,-87.62,Jam,Moderate Traffic,1
41.77,-87.62,Jam,Stand Still Traffic,36
41.77,-87.62,Jam,Unclassified,50
41.77,-87.62,Road Closed,Unclassified,3
41.77,-87.61,Accident,Major,2
41.77,-87.61,Accident,Minor,1
41.77,-87.61,Accident,Unclassified,10
41.77,-87.61,Hazard,On Road,68
41.77,-87.61,Hazard,On Shoulder,1
41.77,-87.61,Jam,Heavy Traffic,5
41.77,-87.61,Jam,Moderate Traffic,1
41.77,-87.61,Jam,Stand Still Traffic,8
41.77,-87.61,Jam,Unclassified,19
41.77,-87.61,Road Closed,Unclassified,4
41.77,-87.6,Accident,Unclassified,5
41.77,-87.6,Hazard,On Road,74
41.77,-87.6,Hazard,On Shoulder,2
41.77,-87.6,Hazard,Weather,3
41.77,-87.6,Jam,Unclassified,7
41.77,-87.59,Accident,Major,1
41.77,-87.59,Accident,Minor,1
41.77,-87.59,Accident,Unclassified,16
41.77,-87.59,Hazard,On Road,234
41.77,-87.59,Hazard,On Shoulder,30
41.77,-87.59,Hazard,Unclassified,1
41.77,-87.59,Hazard,Weather,14
41.77,-87.59,Jam,Heavy Traffic,35
41.77,-87.59,Jam,Moderate Traffic,3
41.77,-87.59,Jam,Stand Still Traffic,23
41.77,-87.59,Jam,Unclassified,28
41.77,-87.59,Road Closed,Event,1
41.77,-87.59,Road Closed,Unclassified,1
41.77,-87.58,Accident,Major,1
41.77,-87.58,Accident,Minor,2
41.77,-87.58,Accident,Unclassified,39
41.77,-87.58,Hazard,On Road,237
41.77,-87.58,Hazard,On Shoulder,62
41.77,-87.58,Hazard,Weather,4
41.77,-87.58,Jam,Heavy Traffic,83
41.77,-87.58,Jam,Moderate Traffic,2
41.77,-87.58,Jam,Stand Still Traffic,64
41.77,-87.58,Jam,Unclassified,40
41.77,-87.58,Road Closed,Unclassified,3
41.77,-87.57,Accident,Major,1
41.77,-87.57,Accident,Minor,1
41.77,-87.57,Accident,Unclassified,9
41.77,-87.57,Hazard,On Road,85
41.77,-87.57,Hazard,On Shoulder,41
41.77,-87.57,Hazard,Weather,2
41.77,-87.57,Jam,Heavy Traffic,57
41.77,-87.57,Jam,Moderate Traffic,2
41.77,-87.57,Jam,Stand Still Traffic,19
41.77,-87.57,Jam,Unclassified,28
41.77,-87.57,Road Closed,Unclassified,1
41.78,-87.81,Accident,Minor,3
41.78,-87.81,Accident,Unclassified,12
41.78,-87.81,Hazard,On Road,133
41.78,-87.81,Hazard,On Shoulder,22
41.78,-87.81,Hazard,Unclassified,4
41.78,-87.81,Hazard,Weather,7
41.78,-87.81,Jam,Heavy Traffic,176
41.78,-87.81,Jam,Moderate Traffic,6
41.78,-87.81,Jam,Stand Still Traffic,101
41.78,-87.81,Jam,Unclassified,61
41.78,-87.8,Accident,Major,1
41.78,-87.8,Accident,Unclassified,2
41.78,-87.8,Hazard,On Road,70
41.78,-87.8,Hazard,On Shoulder,1
41.78,-87.8,Jam,Stand Still Traffic,1
41.78,-87.8,Jam,Unclassified,2
41.78,-87.79,Accident,Unclassified,3
41.78,-87.79,Hazard,On Road,15
41.78,-87.79,Hazard,On Shoulder,1
41.78,-87.79,Jam,Heavy Traffic,18
41.78,-87.79,Jam,Stand Still Traffic,27
41.78,-87.79,Jam,Unclassified,18
41.78,-87.79,Road Closed,Event,1
41.78,-87.78,Accident,Minor,1
41.78,-87.78,Hazard,On Road,23
41.78,-87.78,Hazard,Weather,2
41.78,-87.78,Jam,Stand Still Traffic,15
41.78,-87.78,Jam,Unclassified,5
41.78,-87.78,Road Closed,Unclassified,1
41.78,-87.77,Accident,Major,1
41.78,-87.77,Accident,Minor,1
41.78,-87.77,Accident,Unclassified,2
41.78,-87.77,Hazard,On Road,89
41.78,-87.77,Hazard,On Shoulder,18
41.78,-87.77,Hazard,Unclassified,14
41.78,-87.77,Hazard,Weather,2
41.78,-87.77,Jam,Heavy Traffic,23
41.78,-87.77,Jam,Moderate Traffic,2
41.78,-87.77,Jam,Stand Still Traffic,16
41.78,-87.77,Jam,Unclassified,14
41.78,-87.76,Hazard,On Road,3
41.78,-87.76,Hazard,Unclassified,5
41.78,-87.76,Jam,Unclassified,2
41.78,-87.75,Accident,Major,4
41.78,-87.75,Accident,Minor,4
41.78,-87.75,Accident,Unclassified,27
41.78,-87.75,Hazard,On Road,180
41.78,-87.75,Hazard,On Shoulder,58
41.78,-87.75,Hazard,Unclassified,16
41.78,-87.75,Hazard,Weather,12
41.78,-87.75,Jam,Heavy Traffic,108
41.78,-87.75,Jam,Moderate Traffic,2
41.78,-87.75,Jam,Stand Still Traffic,110
41.78,-87.75,Jam,Unclassified,68
41.78,-87.74,Accident,Major,1
41.78,-87.74,Accident,Unclassified,6
41.78,-87.74,Hazard,On Road,56
41.78,-87.74,Hazard,On Shoulder,4
41.78,-87.74,Hazard,Weather,1
41.78,-87.74,Jam,Heavy Traffic,17
41.78,-87.74,Jam,Moderate Traffic,1
41.78,-87.74,Jam,Stand Still Traffic,39
41.78,-87.74,Jam,Unclassified,18
41.78,-87.74,Road Closed,Unclassified,5
41.78,-87.73,Accident,Major,1
41.78,-87.73,Accident,Minor,1
41.78,-87.73,Accident,Unclassified,14
41.78,-87.73,Hazard,On Road,76
41.78,-87.73,Hazard,On Shoulder,5
41.78,-87.73,Hazard,Weather,3
41.78,-87.73,Jam,Heavy Traffic,63
41.78,-87.73,Jam,Stand Still Traffic,24
41.78,-87.73,Jam,Unclassified,33
41.78,-87.72,Accident,Unclassified,1
41.78,-87.72,Hazard,On Road,18
41.78,-87.72,Hazard,Weather,1
41.78,-87.72,Jam,Heavy Traffic,24
41.78,-87.72,Jam,Stand Still Traffic,15
41.78,-87.72,Jam,Unclassified,9
41.78,-87.72,Road Closed,Unclassified,1
41.78,-87.71,Accident,Major,1
41.78,-87.71,Accident,Unclassified,10
41.78,-87.71,Hazard,On Road,48
41.78,-87.71,Hazard,On Shoulder,1
41.78,-87.71,Hazard,Weather,4
41.78,-87.71,Jam,Heavy Traffic,33
41.78,-87.71,Jam,Moderate Traffic,1
41.78,-87.71,Jam,Stand Still Traffic,10
41.78,-87.71,Jam,Unclassified,20
41.78,-87.7,Accident,Major,1
41.78,-87.7,Accident,Unclassified,2
41.78,-87.7,Hazard,On Road,34
41.78,-87.7,Hazard,On Shoulder,2
41.78,-87.7,Hazard,Weather,3
41.78,-87.7,Jam,Heavy Traffic,16
41.78,-87.7,Jam,Moderate Traffic,1
41.78,-87.7,Jam,Stand Still Traffic,9
41.78,-87.7,Jam,Unclassified,17
41.78,-87.7,Road Closed,Unclassified,1
41.78,-87.69,Accident,Major,2
41.78,-87.69,Accident,Unclassified,15
41.78,-87.69,Hazard,On Road,95
41.78,-87.69,Hazard,On Shoulder,10
41.78,-87.69,Hazard,Unclassified,8
41.78,-87.69,Hazard,Weather,1
41.78,-87.69,Jam,Heavy Traffic,74
41.78,-87.69,Jam,Stand Still Traffic,35
41.78,-87.69,Jam,Unclassified,43
41.78,-87.68,Accident,Unclassified,3
41.78,-87.68,Hazard,On Road,36
41.78,-87.68,Hazard,On Shoulder,6
41.78,-87.68,Hazard,Weather,3
41.78,-87.68,Jam,Heavy Traffic,24
41.78,-87.68,Jam,Stand Still Traffic,7
41.78,-87.68,Jam,Unclassified,3
41.78,-87.68,Road Closed,Unclassified,3
41.78,-87.67,Accident,Unclassified,9
41.78,-87.67,Hazard,On Road,38
41.78,-87.67,Hazard,On Shoulder,1
41.78,-87.67,Hazard,Weather,1
41.78,-87.67,Jam,Heavy Traffic,35
41.78,-87.67,Jam,Moderate Traffic,1
41.78,-87.67,Jam,Stand Still Traffic,9
41.78,-87.67,Jam,Unclassified,17
41.78,-87.66,Accident,Unclassified,3
41.78,-87.66,Hazard,On Road,26
41.78,-87.66,Hazard,On Shoulder,3
41.78,-87.66,Hazard,Weather,1
41.78,-87.66,Jam,Heavy Traffic,7
41.78,-87.66,Jam,Unclassified,8
41.78,-87.66,Road Closed,Unclassified,3
41.78,-87.65,Accident,Unclassified,4
41.78,-87.65,Hazard,On Road,32
41.78,-87.65,Hazard,On Shoulder,7
41.78,-87.65,Hazard,Weather,1
41.78,-87.65,Jam,Heavy Traffic,7
41.78,-87.65,Jam,Stand Still Traffic,3
41.78,-87.65,Jam,Unclassified,9
41.78,-87.64,Accident,Major,82
41.78,-87.64,Accident,Minor,18
41.78,-87.64,Accident,Unclassified,198
41.78,-87.64,Hazard,On Road,599
41.78,-87.64,Hazard,On Shoulder,2789
41.78,-87.64,Hazard,Unclassified,36
41.78,-87.64,Hazard,Weather,24
41.78,-87.64,Jam,Heavy Traffic,683
41.78,-87.64,Jam,Moderate Traffic,24
41.78,-87.64,Jam,Stand Still Traffic,469
41.78,-87.64,Jam,Unclassified,189
41.78,-87.64,Road Closed,Unclassified,2
41.78,-87.63,Accident,Major,3
41.78,-87.63,Accident,Unclassified,18
41.78,-87.63,Hazard,On Road,233
41.78,-87.63,Hazard,On Shoulder,26
41.78,-87.63,Hazard,Weather,5
41.78,-87.63,Jam,Heavy Traffic,60
41.78,-87.63,Jam,Stand Still Traffic,42
41.78,-87.63,Jam,Unclassified,38
41.78,-87.63,Road Closed,Event,2
41.78,-87.63,Road Closed,Unclassified,5
41.78,-87.62,Accident,Unclassified,4
41.78,-87.62,Hazard,On Road,58
41.78,-87.62,Hazard,On Shoulder,4
41.78,-87.62,Hazard,Weather,6
41.78,-87.62,Jam,Heavy Traffic,9
41.78,-87.62,Jam,Stand Still Traffic,9
41.78,-87.62,Jam,Unclassified,16
41.78,-87.62,Road Closed,Unclassified,6
41.78,-87.61,Accident,Major,1
41.78,-87.61,Accident,Minor,2
41.78,-87.61,Accident,Unclassified,13
41.78,-87.61,Hazard,On Road,129
41.78,-87.61,Hazard,On Shoulder,12
41.78,-87.61,Hazard,Weather,3
41.78,-87.61,Jam,Heavy Traffic,17
41.78,-87.61,Jam,Moderate Traffic,3
41.78,-87.61,Jam,Stand Still Traffic,12
41.78,-87.61,Jam,Unclassified,24
41.78,-87.61,Road Closed,Unclassified,7
41.78,-87.6,Accident,Minor,1
41.78,-87.6,Accident,Unclassified,7
41.78,-87.6,Hazard,On Road,34
41.78,-87.6,Hazard,On Shoulder,2
41.78,-87.6,Hazard,Weather,3
41.78,-87.6,Jam,Heavy Traffic,11
41.78,-87.6,Jam,Stand Still Traffic,27
41.78,-87.6,Jam,Unclassified,16
41.78,-87.6,Road Closed,Unclassified,19
41.78,-87.59,Accident,Major,1
41.78,-87.59,Accident,Unclassified,8
41.78,-87.59,Hazard,On Road,174
41.78,-87.59,Hazard,On Shoulder,31
41.78,-87.59,Hazard,Weather,18
41.78,-87.59,Jam,Heavy Traffic,58
41.78,-87.59,Jam,Moderate Traffic,2
41.78,-87.59,Jam,Stand Still Traffic,56
41.78,-87.59,Jam,Unclassified,27
41.78,-87.59,Road Closed,Unclassified,47
41.78,-87.58,Accident,Major,2
41.78,-87.58,Accident,Minor,6
41.78,-87.58,Accident,Unclassified,48
41.78,-87.58,Hazard,On Road,310
41.78,-87.58,Hazard,On Shoulder,167
41.78,-87.58,Hazard,Unclassified,1
41.78,-87.58,Hazard,Weather,19
41.78,-87.58,Jam,Heavy Traffic,91
41.78,-87.58,Jam,Moderate Traffic,3
41.78,-87.58,Jam,Stand Still Traffic,111
41.78,-87.58,Jam,Unclassified,35
41.78,-87.58,Road Closed,Unclassified,5
41.79,-87.81,Accident,Major,8
41.79,-87.81,Accident,Minor,5
41.79,-87.81,Accident,Unclassified,25
41.79,-87.81,Hazard,On Road,109
41.79,-87.81,Hazard,On Shoulder,110
41.79,-87.81,Hazard,Unclassified,4
41.79,-87.81,Hazard,Weather,6
41.79,-87.81,Jam,Heavy Traffic,61
41.79,-87.81,Jam,Moderate Traffic,6
41.79,-87.81,Jam,Stand Still Traffic,60
41.79,-87.81,Jam,Unclassified,32
41.79,-87.81,Road Closed,Unclassified,4
41.79,-87.8,Accident,Major,1
41.79,-87.8,Accident,Minor,4
41.79,-87.8,Accident,Unclassified,12
41.79,-87.8,Hazard,On Road,70
41.79,-87.8,Hazard,On Shoulder,140
41.79,-87.8,Hazard,Unclassified,13
41.79,-87.8,Hazard,Weather,2
41.79,-87.8,Jam,Heavy Traffic,80
41.79,-87.8,Jam,Moderate Traffic,2
41.79,-87.8,Jam,Stand Still Traffic,63
41.79,-87.8,Jam,Unclassified,19
41.79,-87.8,Road Closed,Event,3
41.79,-87.8,Road Closed,Unclassified,2
41.79,-87.79,Accident,Major,1
41.79,-87.79,Accident,Minor,3
41.79,-87.79,Accident,Unclassified,9
41.79,-87.79,Hazard,On Road,52
41.79,-87.79,Hazard,On Shoulder,5
41.79,-87.79,Hazard,Unclassified,14
41.79,-87.79,Hazard,Weather,1
41.79,-87.79,Jam,Heavy Traffic,53
41.79,-87.79,Jam,Moderate Traffic,2
41.79,-87.79,Jam,Stand Still Traffic,37
41.79,-87.79,Jam,Unclassified,30
41.79,-87.79,Road Closed,Event,18
41.79,-87.78,Accident,Major,1
41.79,-87.78,Accident,Minor,1
41.79,-87.78,Accident,Unclassified,6
41.79,-87.78,Hazard,On Road,42
41.79,-87.78,Hazard,On Shoulder,6
41.79,-87.78,Hazard,Weather,1
41.79,-87.78,Jam,Heavy Traffic,67
41.79,-87.78,Jam,Moderate Traffic,1
41.79,-87.78,Jam,Stand Still Traffic,76
41.79,-87.78,Jam,Unclassified,37
41.79,-87.78,Road Closed,Unclassified,4
41.79,-87.77,Accident,Major,1
41.79,-87.77,Accident,Minor,4
41.79,-87.77,Accident,Unclassified,25
41.79,-87.77,Hazard,On Road,147
41.79,-87.77,Hazard,On Shoulder,40
41.79,-87.77,Hazard,Unclassified,4
41.79,-87.77,Hazard,Weather,3
41.79,-87.77,Jam,Heavy Traffic,189
41.79,-87.77,Jam,Moderate Traffic,5
41.79,-87.77,Jam,Stand Still Traffic,268
41.79,-87.77,Jam,Unclassified,91
41.79,-87.77,Road Closed,Unclassified,6
41.79,-87.76,Accident,Major,3
41.79,-87.76,Accident,Unclassified,14
41.79,-87.76,Hazard,On Road,96
41.79,-87.76,Hazard,On Shoulder,12
41.79,-87.76,Hazard,Unclassified,14
41.79,-87.76,Hazard,Weather,9
41.79,-87.76,Jam,Heavy Traffic,18
41.79,-87.76,Jam,Stand Still Traffic,14
41.79,-87.76,Jam,Unclassified,18
41.79,-87.76,Road Closed,Unclassified,3
41.79,-87.75,Accident,Major,6
41.79,-87.75,Accident,Minor,5
41.79,-87.75,Accident,Unclassified,59
41.79,-87.75,Hazard,On Road,505
41.79,-87.75,Hazard,On Shoulder,164
41.79,-87.75,Hazard,Unclassified,8
41.79,-87.75,Hazard,Weather,29
41.79,-87.75,Jam,Heavy Traffic,291
41.79,-87.75,Jam,Moderate Traffic,9
41.79,-87.75,Jam,Stand Still Traffic,299
41.79,-87.75,Jam,Unclassified,161
41.79,-87.75,Road Closed,Unclassified,4
41.79,-87.74,Accident,Major,1
41.79,-87.74,Accident,Unclassified,15
41.79,-87.74,Hazard,On Road,44
41.79,-87.74,Hazard,On Shoulder,12
41.79,-87.74,Hazard,Weather,2
41.79,-87.74,Jam,Heavy Traffic,42
41.79,-87.74,Jam,Moderate Traffic,3
41.79,-87.74,Jam,Stand Still Traffic,55
41.79,-87.74,Jam,Unclassified,27
41.79,-87.74,Road Closed,Unclassified,4
41.79,-87.73,Accident,Major,2
41.79,-87.73,Accident,Minor,4
41.79,-87.73,Accident,Unclassified,26
41.79,-87.73,Hazard,On Road,122
41.79,-87.73,Hazard,On Shoulder,10
41.79,-87.73,Hazard,Unclassified,1
41.79,-87.73,Hazard,Weather,4
41.79,-87.73,Jam,Heavy Traffic,63
41.79,-87.73,Jam,Moderate Traffic,2
41.79,-87.73,Jam,Stand Still Traffic,49
41.79,-87.73,Jam,Unclassified,34
41.79,-87.73,Road Closed,Unclassified,6
41.79,-87.72,Accident,Unclassified,3
41.79,-87.72,Hazard,On Road,70
41.79,-87.72,Hazard,On Shoulder,4
41.79,-87.72,Hazard,Unclassified,1
41.79,-87.72,Hazard,Weather,1
41.79,-87.72,Jam,Heavy Traffic,19
41.79,-87.72,Jam,Stand Still Traffic,16
41.79,-87.72,Jam,Unclassified,16
41.79,-87.72,Road Closed,Unclassified,1
41.79,-87.71,Accident,Minor,1
41.79,-87.71,Accident,Unclassified,20
41.79,-87.71,Hazard,On Road,58
41.79,-87.71,Hazard,On Shoulder,4
41.79,-87.71,Hazard,Weather,3
41.79,-87.71,Jam,Heavy Traffic,59
41.79,-87.71,Jam,Stand Still Traffic,38
41.79,-87.71,Jam,Unclassified,35
41.79,-87.7,Accident,Major,2
41.79,-87.7,Accident,Minor,1
41.79,-87.7,Accident,Unclassified,1
41.79,-87.7,Hazard,On Road,40
41.79,-87.7,Hazard,Weather,1
41.79,-87.7,Jam,Heavy Traffic,30
41.79,-87.7,Jam,Stand Still Traffic,18
41.79,-87.7,Jam,Unclassified,12
41.79,-87.7,Road Closed,Unclassified,2
41.79,-87.69,Accident,Minor,2
41.79,-87.69,Accident,Unclassified,36
41.79,-87.69,Hazard,On Road,148
41.79,-87.69,Hazard,On Shoulder,26
41.79,-87.69,Hazard,Unclassified,1
41.79,-87.69,Hazard,Weather,4
41.79,-87.69,Jam,Heavy Traffic,83
41.79,-87.69,Jam,Stand Still Traffic,30
41.79,-87.69,Jam,Unclassified,31
41.79,-87.69,Road Closed,Event,3
41.79,-87.69,Road Closed,Unclassified,55
41.79,-87.68,Accident,Major,1
41.79,-87.68,Accident,Unclassified,6
41.79,-87.68,Hazard,On Road,71
41.79,-87.68,Hazard,On Shoulder,6
41.79,-87.68,Hazard,Weather,2
41.79,-87.68,Jam,Heavy Traffic,11
41.79,-87.68,Jam,Moderate Traffic,1
41.79,-87.68,Jam,Stand Still Traffic,6
41.79,-87.68,Jam,Unclassified,8
41.79,-87.67,Accident,Minor,1
41.79,-87.67,Accident,Unclassified,7
41.79,-87.67,Hazard,On Road,83
41.79,-87.67,Hazard,On Shoulder,5
41.79,-87.67,Hazard,Unclassified,2
41.79,-87.67,Jam,Heavy Traffic,43
41.79,-87.67,Jam,Moderate Traffic,1
41.79,-87.67,Jam,Stand Still Traffic,23
41.79,-87.67,Jam,Unclassified,11
41.79,-87.67,Road Closed,Unclassified,2
41.79,-87.66,Accident,Unclassified,8
41.79,-87.66,Hazard,On Road,111
41.79,-87.66,Hazard,On Shoulder,7
41.79,-87.66,Hazard,Weather,2
41.79,-87.66,Jam,Heavy Traffic,17
41.79,-87.66,Jam,Stand Still Traffic,5
41.79,-87.66,Jam,Unclassified,9
41.79,-87.66,Road Closed,Unclassified,2
41.79,-87.65,Accident,Major,2
